domain,dedupe_key,dedupe_key_type,review_id,review_rating,review_verified,review_timestamp,review_datetime_utc,review_title,review_text,author_title,author_id,author_country_code,author_reviews_number,owner_answer,owner_answer_date
www.thepearlsource.com,id:6a5eab67673db7c0e3922f0a,native_id,6a5eab67673db7c0e3922f0a,5,true,1784596359,07/21/2026 01:12:39,The Hanadama Pearl earrings ,The Hanadama Pearl Stud earrings I ordered are so beautiful.  I have been wearing them since they arrived.  The luster on them is remarkable and the 8.5mm size is perfect.  ,Linda B,6a4992ce9371bfa17d72ceca,US,2,,
www.thepearlsource.com,id:6a5d904b8d8cb8d39b5a1799,native_id,6a5d904b8d8cb8d39b5a1799,5,true,1784523883,07/20/2026 05:04:43,First time customer…,"As a first time customer with The Pearl Source, I am extremely pleased and impressed with the product and the company.  The shipping was quick, which was even more impressive.  I look forward to shopping with The Pearl Source in the future.",Human Sun,5e88d6004d2b561defbf5958,US,6,,
www.thepearlsource.com,id:6a5d8b97feb1621e3c0c29fb,native_id,6a5d8b97feb1621e3c0c29fb,5,true,1784522679,07/20/2026 04:44:39,Quality Pearls,"The Pearl Source is a lovely company. They’ll communicate through email or phone if you need them. I ordered the chain station necklace on line, 16 inches, and the Akoya pearls have a lovely luster. The dainty gold chain glistens. I am so happy with it.",Sharon R.,5acd4ecd4de5666d34d121f8,US,8,,
www.thepearlsource.com,id:6a5d536b81959fbde31f1503,native_id,6a5d536b81959fbde31f1503,5,true,1784508299,07/20/2026 00:44:59,Great service,"Great service, I had a question and asked via web chat. Was helped right away",MW,6a5d536bb06fbfe72fec1bbb,US,1,,
www.thepearlsource.com,id:6a5cbee7d15cfd51e3c65e6b,native_id,6a5cbee7d15cfd51e3c65e6b,5,true,1784470279,07/19/2026 14:11:19,Excellent service from ordering to delivery ,"Superb service delivery from LA USA to UK in less than a week. Brilliant
The product is perfect and will make an ideal birthday present to match the pearl neclace I bought in May 2026 for our 30th wedding anniversary. 
Thank you ",Stephen B,5e978a5aa222f44164634d22,GB,14,Thank you for taking the time to share your experience. We're delighted to hear your order arrived in the UK so quickly and that your new piece is the perfect match for the pearl necklace you purchased for your 30th wedding anniversary. We truly appreciate your continued support.,2026-07-19T22:58:42.000Z
www.thepearlsource.com,id:6a5bd97d5eb610b7a756a5b7,native_id,6a5bd97d5eb610b7a756a5b7,5,true,1784411549,07/18/2026 21:52:29,Beautiful Pearls,"The variety of choices made it easy to find that special pearl that touches your heart. I purchased a pendant and was so pleased that I then ordered a pair of pearl earrings to match. They are both beautiful. I was hesitant purchasing online; however, I couldn't be more pleased and definitely recommend The Pearl Source!",Cheryl Morin,6a5bd97dff3db2917eb89b74,US,1,Knowing that you came back for a matching pair of earrings after purchasing your pendant truly means a great deal to us. Thank you for your recommendation and for choosing The Pearl Source.,2026-07-19T23:05:36.000Z
www.thepearlsource.com,id:6a5bd380d4163bbd91fd6b7e,native_id,6a5bd380d4163bbd91fd6b7e,5,true,1784410016,07/18/2026 21:26:56,Fast delivery,"Fast delivery, beautiful packaging. Great luster to AAA pearl. Love this unusual setting, just enough to set the pearl off enough to notice compared to plain stud.",Benjamin Moore fan,5e3c5c46e42748ea9d06bd55,US,3,Thank you for your review. We're delighted to hear your order arrived quickly and beautifully packaged. We hope you enjoy wearing your earrings.,2026-07-19T23:08:55.000Z
www.thepearlsource.com,id:6a5bcd8276d99984532cc115,native_id,6a5bcd8276d99984532cc115,5,true,1784408482,07/18/2026 21:01:22,Obsessed with pearls,My new pearls are absolutely beautiful.  I received them quickly.  I have made 3 purchases and the service and quality were amazing ,Malinda Justice,6a5bcd81236e3d1a91d9a7d7,US,1,Thank you for your review. We're delighted to hear your pearls arrived quickly and that you've been pleased with both the quality and service. We're especially grateful for your continued trust and support.,2026-07-19T23:11:02.000Z
www.thepearlsource.com,id:6a5bcbcc3f8b8d2c994156ca,native_id,6a5bcbcc3f8b8d2c994156ca,5,true,1784408044,07/18/2026 20:54:04,I can’t say enough…,I can’t say enough about the people at Pearl Source. My wife’s beloved pearls were lost and they were willing to help me find the best replacement possible—super responsive and empathetic to our situation. I can’t say enough. ,customer,5e13a8166af502192c3278e6,US,3,Thank you for your thoughtful review. We're grateful our team was able to help you find the best replacement for your wife's pearls. Your kind words about their responsiveness and care truly mean a great deal to us.,2026-07-19T23:13:46.000Z
www.thepearlsource.com,id:6a5bc470664ff294de6efbc1,native_id,6a5bc470664ff294de6efbc1,5,true,1784406160,07/18/2026 20:22:40,Lived the pearls. ,"Easy to order items. Received items as scheduled. The pearls looked great, she really liked them. Great quality. ",Robert Walsh,6a275a154a5f81f8e388f729,US,1,We're so glad to hear the ordering process was easy and your items arrived as scheduled. Thank you for taking the time to share your experience and for choosing The Pearl Source.,2026-07-18T20:29:49.000Z
