domain,dedupe_key,dedupe_key_type,reviewId,reviewUrl,rating,title,text,publishedDate,experienceDate,language,likes,verificationLevel,isVerified,source,authorName,authorId,authorReviewCount,country,replyMessage,replyPublishedDate
temu.com,id:6a6062f2102d24f3f2599b71,native_id,6a6062f2102d24f3f2599b71,https://www.trustpilot.com/reviews/6a6062f2102d24f3f2599b71,1,Warning don't buy electronics from temu…,Warning don't buy electronics from temu warranty is a joke.,2026-07-22T08:28:02.000Z,2026-07-22T00:00:00.000Z,en,0,not-verified,false,Organic,Eddy Lampo,640f0befa509580012740432,7,NL,,
temu.com,id:6a603e1bb675d3b52fc76d39,native_id,6a603e1bb675d3b52fc76d39,https://www.trustpilot.com/reviews/6a603e1bb675d3b52fc76d39,2,I spend and shop a lot on Temu and I’m…,I spend and shop a lot on Temu and I’m constantly getting the run around about my perks (free items) It’s almost seeming scam like!,2026-07-22T05:50:51.000Z,2026-07-21T00:00:00.000Z,en,0,not-verified,false,Organic,Sharon Curtis,6a603e09236e3d51c7de7acf,1,US,,
temu.com,id:6a6003161731ac2e610870ab,native_id,6a6003161731ac2e610870ab,https://www.trustpilot.com/reviews/6a6003161731ac2e610870ab,2,My shipment was late,"My shipment was late, and I could not receive my bonus items. The spinning of the wheel for free items is wack Stop lying to your. 
Customers",2026-07-22T01:39:02.000Z,2026-07-17T00:00:00.000Z,en,0,not-verified,false,Organic,Brenda,6a6002eec2526c6b9f94b425,1,US,"Hello, thank you for shopping with us and we are sorry you are experiencing difficulties with your recent order. Most packages arrive between 7-15 business days. If the tracking status is not updated for 15 days, you can request a full refund and keep your items when they arrive. If your order arrives later than the estimated delivery date, you will receive Temu credits as a sign of appreciation for your patience. Also, thank you for participating in our promotional activities and we are sorry that you are experiencing difficulties with your rewards. Customer satisfaction is of the utmost importance and we are constantly working to improve our service quality. If you need further assistance, please message us through Temu.com or Temu app live chat. Best wishes, Temu team",2026-07-22T08:28:19.000Z
temu.com,id:6a5ff8e35ab0bbf36c250e1a,native_id,6a5ff8e35ab0bbf36c250e1a,https://www.trustpilot.com/reviews/6a5ff8e35ab0bbf36c250e1a,1,Ticket ID 1783734920012010,"Ticket ID: 1783734920012010  Ken Novich
I ordered 8 Alfordson Dining Chairs from Temu with confirmation stating Free Delivery. After a couple of weeks, Temu cancelled the order stating “The supplier could not supply”. I figured they were out of stock. I went back online to find a replacement and found the exact same chairs were still being available, so I re-ordered them and received confirmation including Free Delivery. I had paid for both orders and received a credit for the first cancelled order. A couple of weeks passed during which time I had given my old chairs to a charity company. After a couple of weeks, I received the same cancellation for the 2nd order and another refund.
I contacted Alfordson to find out what they had that was similar but was told that they had no record of my name on orders from Temu and that stock was available and still was. As I had disposed of my old chairs, I easily found several other retailers offering the same chairs but instead of Free Delivery, I had to pay $139. I placed an order with BigW and received delivery in 2 days. Temu keep sending me details about how to contact Alfordson, totally ignoring that I have told them that I already have and Temu have not been truthful with me.
I went onto the Temu chat line and complained that since Temu had accepted my order twice with Free Delivery, that they should reimburse me for the delivery charge I had to pay BigW. These so called “Customer Service” staff were next to useless. I spent an hour being passed from one to the other and eventually requested a Supervisor after being told that Alfordson could not deliver as there was an “Anomoly”. Nobody will explain what that means. Since then I have explained the entire fiasco to 5 different supervisors (Augustus, Austin, Alethea, Lily, Emman.)  None of them are prepared to answer my questions…. Do they admit that the orders were never placed? ….Before cancelling them, why could they not contact me? …..Why do they totally ignore what I have written to them and sending a standard computer reply?
They must run a special course on how to be vague and evasive. p.s. They did provide $10 credit for all the inconvenience and a promised 20% discount on my next order. I daresay this offer will probably be cancelled after this review. There are many dates involved so I have just mentioned the last.
",2026-07-22T00:55:31.000Z,2026-07-22T00:00:00.000Z,en,0,not-verified,false,Organic,KEN NOVICH,6a4b3f48b90f9d5a7b1cc717,2,AU,"Hello, we are sorry to hear about your experience. We apologize for the inconvenience caused by the sold-out pre-ordered items. We are sorry for the inconvenience and frustration you have experienced, as we understand how disappointing it can be to have items in your order become unavailable. Thank you for sharing the relevant information, and we have already escalated your issue with the relevant team for further follow-up. If you need any additional assistance, please feel free to message us through Temu.com or the Temu app live chat via this link: https://share.temu.com/NWGRVrrOSMA. We appreciate your patience and understanding. Best wishes,Temu Team",2026-07-22T08:45:08.000Z
temu.com,id:6a5ff308b76dab22449008c5,native_id,6a5ff308b76dab22449008c5,https://www.trustpilot.com/reviews/6a5ff308b76dab22449008c5,1,Not only did he mess up the…, Not only did he mess up the shipment—taking my money under false pretenses—but he still hasn't sent a courier to pick up these useless packages he sent me. I feel sorry for whoever is actually waiting for them—some poor soul who needs them for a camping trip and can't even go without a tent—yet they ended up with me. It’s truly outrageous.,2026-07-22T00:30:32.000Z,2026-07-21T00:00:00.000Z,en,0,not-verified,false,Organic,Alessio Sundas,659bcf702e89520012756855,110,IT,"Hello, thank you for reaching out to us. We are sorry for any inconvenience caused. Your case is out of the norm. Customer satisfaction is of the utmost importance and we are constantly working to improve our service quality. Please message us through Temu.com or Temu app live chat by this link: https://share.temu.com/NWGRVrrOSMA. We are eager to help you find a resolution. Best wishes, Temu team",2026-07-22T08:14:52.000Z
temu.com,id:6a5fd9110d4f0b32d64a9f70,native_id,6a5fd9110d4f0b32d64a9f70,https://www.trustpilot.com/reviews/6a5fd9110d4f0b32d64a9f70,1,They don't give you the price for…,They don't give you the price for delivery and are constantly trying to make you buy things via so called 4 free items. It's all meant to confuse but really it's dishonesty designed to make you spend more than you need to. ,2026-07-21T22:39:45.000Z,2026-07-21T00:00:00.000Z,en,0,not-verified,false,Organic,Peter Andrew,685197138a5375be1a6fff6d,3,GB,"Hello, thank you for reaching out to us. We are sorry for any inconvenience caused. Customer satisfaction is of the utmost importance and we are constantly working to improve our service quality. If you need further assistance, please message us through Temu.com or Temu app live chat. We appreciate you giving us another chance to serve you. Best wishes, Temu team",2026-07-22T08:15:37.000Z
temu.com,id:6a5fd3e839b55261f5790030,native_id,6a5fd3e839b55261f5790030,https://www.trustpilot.com/reviews/6a5fd3e839b55261f5790030,2,Very misleading in all ways with discounts and refundcredit ,I’ve been shopping with Temu for long time. But I’ve became so disappointed in every way with Temu.They have taken off the option to reach the customer service with the chat or at  all. There discounts are very very misleading and the pricing changes in cart all time. When you have a credit for items that were defected or etc they don’t actually let you use your credit towards the purchase Ive tried to calculate it over and over again I’m in financing so I know numbers. They always require a minimum of a certain amount to even get these so called discounts they are offering. And dont Let them say arrive in 3-5 days when you pay local shipper that is so bogus. They have become to difficult just like SHEIN which is connected to same company dealings. I think I’m gonna have to make higher complaint. Do better for your customers Temu!! (I had 3 different orders in this one) ,2026-07-21T22:17:44.000Z,2026-07-18T00:00:00.000Z,en,0,not-verified,false,Organic,Ladybug ,5fe8d84e643b8d001ad6b10d,4,US,"Hello, thank you for reaching out to us. We are sorry for any inconvenience caused. Customer satisfaction is very important to us, and we are continuously working to improve our service. Thank you for sharing the relevant information, and we have already escalated your issue with the relevant team for further follow-up. If you need any additional assistance, please feel free to message us through Temu.com or the Temu app live chat via this link: https://share.temu.com/NWGRVrrOSMA. We appreciate your patience and understanding. Best wishes, Temu Team",2026-07-22T08:30:12.000Z
temu.com,id:6a5fcc882ca262a4fdc266ad,native_id,6a5fcc882ca262a4fdc266ad,https://www.trustpilot.com/reviews/6a5fcc882ca262a4fdc266ad,1,They scammed me and I got a two apple…,They scammed me and I got a two apple squishy and they gave me a to apple pin  so pissed off because they gave the right squishy to my sister!!!!! Don’t order from here!!!!!,2026-07-21T21:46:16.000Z,2026-07-21T00:00:00.000Z,en,0,not-verified,false,Organic,Hailey Cervantes,6a5e8128ff3db27728bb4888,2,US,"Hello, thank you for reaching out and we are sorry that you are experiencing difficulties with your order. If you received the wrong items, you may apply for a refund by messaging us through Temu.com or Temu app live chat. Simply type “wrong item” into the chat, select the item from your order that is wrong, and follow the directions on the screen to complete your refund application. You can choose to receive your refund back to your original payment method or as Temu credits. Temu credits will appear in your Temu credit balance within 3 minutes and can be used immediately. If you choose to receive your refund back to your original payment method, please allow 5-14 business days for it to appear since timing depends on your financial institution and can take up to 30 days. If you need further assistance, please message us through Temu.com or Temu app live chat so we can help you. Best wishes, Temu Team",2026-07-22T08:34:11.000Z
temu.com,id:6a5fc7b893c2b0c4457c6bc4,native_id,6a5fc7b893c2b0c4457c6bc4,https://www.trustpilot.com/reviews/6a5fc7b893c2b0c4457c6bc4,1,Temu are inferior quality and when…,"Temu are inferior quality and when leaving a review about a product, I was told my review was removed due to it being spam. It was a short, honest review. I wonder how many people also have negative reviews removed for this reason. Temu refund speedily for bad quality products. Clothing is hit and miss, the fabrics can often smell chemically and this doesnt always wash out. All in all, most products I have ordered have not as expected and very disappointing. The angel candle holders were plastic, which could be very dangerous if people used a lit candle as opposed to a battery operated tea light.     The tarot and oracle cards are copies of well known Hay House decks such as Doreen Virtue and Rebecca Campbell and AI decks. They dont come in a box with a booklet like the quality hay house products, but in a cardboard sleeve with a qr code to find the meanings. 
I ordered 'genuine' crystals that were plastic coated beads made to look real, and crystal semi precious beads that were glass! The Bra wires are unsafe and go rusty and brittle very quickly, they are not reliable sizing, in comparison to high street bras in the UK. 
Delivery is speedy, around 5-7 days, packed in plastic bags which isnt always enough packaging for the more fragile items, so they can arrive broken or chipped (as in the case of wood effect garden signs). 
",2026-07-21T21:25:44.000Z,2026-07-21T00:00:00.000Z,en,0,not-verified,false,Organic,paula thompson,5a99eebc4de5666d3487c351,7,GB,"Hello, thank you for reaching out to us. We are sorry for any inconvenience caused. Customer satisfaction is very important to us, and we are continuously working to improve our service. Thank you for sharing the relevant information, and we have already escalated your issue with the relevant team for further follow-up. If you need any additional assistance, please feel free to message us through Temu.com or the Temu app live chat via this link: https://share.temu.com/NWGRVrrOSMA. We appreciate your patience and understanding. Best wishes, Temu Team",2026-07-22T08:10:47.000Z
temu.com,id:6a5fb853dbf82cd3bd6e08b2,native_id,6a5fb853dbf82cd3bd6e08b2,https://www.trustpilot.com/reviews/6a5fb853dbf82cd3bd6e08b2,5,Great and fast delivery 👏 thanks temu…,Great and fast delivery 👏 thanks temu and the nice support ,2026-07-21T20:20:03.000Z,2026-07-21T00:00:00.000Z,en,0,not-verified,false,Organic,Pascu Victor samir,641b2a7c591bdd0012cd1cd0,19,DK,"Hello, thank you for shopping with us and sharing your 5-star experience! We are so glad you've been enjoying your experience so far. Customer satisfaction is of the utmost importance and we are constantly working to improve our service quality. If you need any assistance, please message us through Temu.com or Temu app live chat. Best wishes, Temu team",2026-07-22T06:39:16.000Z
