domain,dedupe_key,dedupe_key_type,reviewId,reviewUrl,rating,title,text,publishedDate,experienceDate,language,likes,verificationLevel,isVerified,source,authorName,authorId,authorReviewCount,country,replyMessage,replyPublishedDate
www.aliexpress.com,id:6a69b804685494acfe2d8b6e,native_id,6a69b804685494acfe2d8b6e,https://www.trustpilot.com/reviews/6a69b804685494acfe2d8b6e,2,AliExpress has lost it's magic,"AliExpress has lost it's magic
I've been using AliExpress since 2014, and it was my first choice for electronic components, and small household items. However a number of selling practices have been introduced recently that really put the customer on the back foot. 
Many items are now advertised as Free shipping over ￡8.00, but cost less than £8 and only show a Max. 1 pcs/shopper so you never get the free shipping and are unable to bundle the item.
Also many  items are displayed at a cheap price, but when you click onto the item, it turns out that the cheap price refers to something else, so is not the real price.
Both of these practices really detract from the shopping experience, I have now switched over to e-bay for some of my shopping.",2026-07-29T10:21:24.000Z,2026-07-10T00:00:00.000Z,en,0,not-verified,false,Organic,Martin Rawson,59fc8a7d0000ff000adda6e0,22,GB,,
www.aliexpress.com,id:6a69aadb5dcc0bd0659c3c22,native_id,6a69aadb5dcc0bd0659c3c22,https://www.trustpilot.com/reviews/6a69aadb5dcc0bd0659c3c22,1,They will not return refund or exchange ,O my..I took a pic of the fed ex delivery just in case because the box was delivered with a hole in it right at the point of severe damage. Come to find out they sent me the wrong fryer and beneath the hole on the box was the severe damage I just addressed. They responded to my request for a return with a request for a video unboxing to prove the damage as well as a request i line up labels on the box and all of these insane instructions as if I knew before I opened the box there was damage. As foolish as their request I could have technically staged an unboxing... but for a 123 or so dollar purchase I'll eat the loss and warn others. Because I refuse to stress myself out to force them into respecting their own policies. Think reputable like HD Loews walmart Amazon Wayfair etc...but if you choose ali express after my warning you knew the risks!,2026-07-29T09:25:15.000Z,2026-07-27T00:00:00.000Z,en,0,not-verified,false,Organic,Sa id Abdul-Barr,691799dbef3d6c3107c5f623,4,US,,
www.aliexpress.com,id:6a699ea98e5cfdf727d90f59,native_id,6a699ea98e5cfdf727d90f59,https://www.trustpilot.com/reviews/6a699ea98e5cfdf727d90f59,1,Stay away!,"It used to be a decent place to buy small things and unusual gadgets. Not any more. The gadgets turn up faulty and when you try to return them, you loose on the postage. The customer care said that my receipt was wrong and nothing could convince them otherwise. Shame. Will never shop there again ",2026-07-29T08:33:13.000Z,2026-07-26T00:00:00.000Z,en,0,not-verified,false,Organic,customer,5c016e94f3da8572348d07ce,13,GB,,
www.aliexpress.com,id:6a692b77fa3659e0a4e713ad,native_id,6a692b77fa3659e0a4e713ad,https://www.trustpilot.com/reviews/6a692b77fa3659e0a4e713ad,2,I had a very disappointing experience…,"I had a very disappointing experience with AliExpress.

I ordered a bag, but they delivered the wrong item while I was away from home. As soon as I returned, I contacted customer service and explained the situation. They asked me to provide photos and videos as evidence, which I did. Despite submitting everything they requested, they later responded that I had not provided “valid evidence” and closed my case without resolving the issue or offering a refund or replacement.

As a customer, I feel this was unfair. If the evidence they requested was not sufficient, they should have clearly explained what additional proof was needed instead of simply closing the case.

Based on my experience, I encourage buyers to be cautious when ordering from AliExpress. If something goes wrong with your order, don’t assume you’ll receive fair support. My experience has left me feeling disappointed and without confidence in their customer service.",2026-07-29T00:21:43.000Z,2026-07-28T00:00:00.000Z,en,0,not-verified,false,Organic,Rose Rasky,6a692321ff3db25335c7f61a,1,NG,"Dear Customer,
We sincerely apologize for any inconvenience you have experienced. We have initiated an investigation into the issue you reported regarding the incorrect item. We will keep you updated on the progress and respond to you via email. Please keep an eye on your inbox for further communication.
Thank you for your understanding and cooperation.
Best regards,
AliExpress Customer Service Team",2026-07-29T05:40:36.000Z
www.aliexpress.com,id:6a68e87268c88eb9bf3fbea1,native_id,6a68e87268c88eb9bf3fbea1,https://www.trustpilot.com/reviews/6a68e87268c88eb9bf3fbea1,1,Ordered a dress and when it arrived it…,"Ordered a dress and when it arrived it wasn't like the picture, I tried to return it, they didn't give me a return label instead gave me 5% refund which I didn't agree to, and impossible to get any answers ",2026-07-28T19:35:46.000Z,2026-07-14T00:00:00.000Z,en,1,not-verified,false,Organic,MRS DEB RICHARDSON,5fb7f8795e1892001971af93,6,GB,"Dear Valued Customer,

We deeply regret the inconvenience caused by the discrepancy in the item you received. Please rest assured that we are taking this matter very seriously and are proactively investigating the issue you reported regarding the incorrect item.

We appreciate your patience as we work to resolve this matter. You can expect a detailed and thorough update to be sent to your email, and we will ensure that this thread remains up to date. Kindly keep an eye on your inbox for our communication.

Your understanding and support mean a great deal to us, and we are committed to ensuring your satisfaction. Thank you for giving us the opportunity to address this issue.

Warm regards,

AliExpress Customer Service Team",2026-07-29T05:52:59.000Z
www.aliexpress.com,id:6a68e38de26f5b482c5d6cf0,native_id,6a68e38de26f5b482c5d6cf0,https://www.trustpilot.com/reviews/6a68e38de26f5b482c5d6cf0,2,negative experience,"negative experience
long waiting for the wrong sent stuff",2026-07-28T19:14:54.000Z,2026-07-28T00:00:00.000Z,en,1,not-verified,false,Organic,Lachermeier Mentgen,694563e46148ea67d410897d,2,CZ,"Dear Customer,
We are truly sorry for the inconvenience caused.
We value your feedback and would like to learn more about your issue in order to assist you effectively. To help us fully understand your situation, we kindly ask you to complete the ""Information Request Form"" that we have sent to you. Please provide details such as your order number(s) or email.
Your cooperation will greatly help us resolve this matter more efficiently.
Thank you for your understanding and support.
Best regards,
AliExpress Customer Service Team",2026-07-29T05:53:42.000Z
www.aliexpress.com,id:6a68e1dbe43d511848f918ce,native_id,6a68e1dbe43d511848f918ce,https://www.trustpilot.com/reviews/6a68e1dbe43d511848f918ce,1,SCAMI EXPRESS ,"The representatives that you say are best equipped to help. Just refer my issues to the higher team.  Who in return do NOTHING. 

SO YOU CONTINUE TO RECEIVE 1 STAR REVIEWS

Scam scam scam

3072329036820336

One of twenty orders that I never received. MANY I WAS NEVER REFUNDED
due to not being able to give evidence of something I don't have. 

YOU ARE SCAMMING CUSTOMERS. 

IM DELIGHTED YOU RECEIVED A FINE OF MILLIONS FROM THE EU. FOR SELLING COUNTERFEIT GOODS   

YOU GOT WHAT YOU DESERVE 

ONE STAR REVIEW. 

",2026-07-28T19:07:39.000Z,2026-07-28T00:00:00.000Z,en,1,not-verified,false,Organic,Mark Leadbetter,5aaee12e4de5666d344950e0,313,IE,"Dear customer,
Sincerely apologize for the inconvenience caused.
Our agent has processed a refund for you. The refund is currently under review, and we will notify you by email once the review is approved. Typically, it takes 1-10 business days for refunds to be completed. Please kindly check. 
If you have any questions, please reply to the email directly or go to the help center page【https://helpcenter.aliexpress.com/s/BuyerHelp?】  for online customer service. 
Your understanding and cooperation are deeply appreciated.
Best regards,
AliExpress Customer Service Team",2026-07-29T05:58:41.000Z
www.aliexpress.com,id:6a68d4813b77be311a2ba8c5,native_id,6a68d4813b77be311a2ba8c5,https://www.trustpilot.com/reviews/6a68d4813b77be311a2ba8c5,1,Do not buy anything from here. Crooks! ,"Bought an item (android car play) started to go faulty 6 months into use. Emailed them, they asked for evidence. It happens when it does so I tried my best to catch it, sent them the evidence and and automated email goes"" your case is closed"" no option to return or anything from purchase. Avoid like the plague. ",2026-07-28T18:10:41.000Z,2026-06-19T00:00:00.000Z,en,1,not-verified,false,Organic,Altherstad Ragnar,6a68d47b7b418c124891a97a,1,GB,"Dear Customer,
We are very sorry to hear that you have encountered an issue. This is not the experience we want for our customers. We'd love to look into this case and see how we can help. To help us better understand your experience, please add details like order number or email through the Request Information form that we sent you.
Best regards,
AliExpress Customer Service Team",2026-07-29T05:59:23.000Z
www.aliexpress.com,id:6a68d191d72ba0dca4e5b41a,native_id,6a68d191d72ba0dca4e5b41a,https://www.trustpilot.com/reviews/6a68d191d72ba0dca4e5b41a,2,As has happened before...,"As has happened before, the customer has to pay for an item that doesn’t work! But the real problem lies in the way the customer HAS to provide evidence. It’s not always possible to provide a ridiculous photo or an equally ridiculous – and, above all, pointless – video to prove that the device doesn’t work!! 
And ‘obviously’, the customer who makes a complaint in good faith also HAS to bear the cost of a faulty device. 
In short, in my case, I’ve been ‘robbed’ of a handful of dollars, but I’ll carry on living happily ever after 💚, whilst the manufacturer of the camera 👎 that doesn’t work will, as far as I’m concerned, always remain a fraudster.
Furthermore, Aliexpress’s dispute resolution policy needs to be more concrete and realistic when it comes to evidence!",2026-07-28T17:58:09.000Z,2026-07-25T00:00:00.000Z,en,1,not-verified,false,Organic,Moreno,5b11e9a74de5666d347f844d,5,CH,"Dear Customer,
Thank you for providing the information. Unfortunately, we were unable to locate any order details using the email address you provided. However, we will send you an email shortly. Please reply to that email and provide supporting documents such as proof of payment, so we can further assist in locating your order and resolving the issue.
Thank you for your cooperation, and we look forward to your response.
Best regards,
AliExpress Customer Service Team",2026-07-29T05:59:55.000Z
www.aliexpress.com,id:6a68c893eca6bcbfa4cf9a91,native_id,6a68c893eca6bcbfa4cf9a91,https://www.trustpilot.com/reviews/6a68c893eca6bcbfa4cf9a91,1,DECEPTIVE!!!!,"DECEPTIVE!!!!!  They advertise a cat waterer, complete with description, picture, size, all for a special price.    When you order it, all you get are the filters.  This is the most DISHONEST website I have ever seen!  Looking at the reviews on their own site, they have done this many times.  STAY AWAY from these con artists.",2026-07-28T17:19:47.000Z,2026-07-24T00:00:00.000Z,en,1,not-verified,false,Organic,Bill Woelz,5b3467db4de5666d344e7507,15,US,"Dear Customer,
We are very sorry to hear that you have encountered an issue. This is not the experience we want for our customers. We'd love to look into this case and see how we can help. To help us better understand your experience, please add details like order number or email through the Request Information form that we sent you.
Best regards,
AliExpress Customer Service Team",2026-07-29T06:00:34.000Z
www.aliexpress.com,id:6a68c05dddc4bbd95394e3f0,native_id,6a68c05dddc4bbd95394e3f0,https://www.trustpilot.com/reviews/6a68c05dddc4bbd95394e3f0,1,Aliexpres has become a haven for fraud…,Aliexpres has become a haven for fraud and fakes. I noticed a seller a 12 piece spanner set for sale at a ridiculously cheap price (A good sign of a scam). When I looked closer at the listing even though all of the photos and the description were of a spanner set there was a single photo of what they were actually selling. It was a cheap set of allen keys. 5 people had already left 1 star reviews as they had been conned. I reported the listing to AE to try and stop other people losing money. Aliexpress decision was that the seller was doing nothing wrong and allowed the scam to continue. While AE actively support this type of fraudulent listing it is a very unsafe place to buy from.,2026-07-28T16:44:45.000Z,2026-07-28T00:00:00.000Z,en,1,not-verified,false,Organic,Scott Fleming,5ce278bc34e829d8998618cd,65,GB,"Dear Customer,
Thank you for your feedback. We sincerely apologize for the inconvenience caused and truly appreciate you bringing this to our attention. We are more than happy to investigate this case further and explore how we can assist you.
To better understand your situation, we kindly request that you provide detailed information, such as the order number or email, by filling out the ""Request for Information"" form we have sent to you. Your cooperation in providing these details will help us resolve the issue more effectively.
If you have any questions or need further assistance, please don’t hesitate to reach out.
Best regards,
AliExpress Customer Service Team",2026-07-29T06:01:28.000Z
www.aliexpress.com,id:6a68b6a68990d80b06a6a5ab,native_id,6a68b6a68990d80b06a6a5ab,https://www.trustpilot.com/reviews/6a68b6a68990d80b06a6a5ab,1,Poor understanding of English....????,"After battling with them to accept a return  (after the vendor offered derisory compensation) & receiving a refund, it appears to be over £8 less than it should be.
I've asked why, - an explanation, at least twice.
The wording of the Rejection email might as well be about the atmosphere around Mars.......it bears no relevance to the query.    And Customer Services have their own Processes, - they won't copy/paste a sentence from me, the customer. ",2026-07-28T16:03:19.000Z,2026-07-20T00:00:00.000Z,en,1,not-verified,false,Organic,Gary Dunn,62569e1d1023750012da96f7,4,GB,"Dear valued customer,
First and foremost, please allow us to express our deepest apologies for the inconvenience you’ve experienced regarding your refund. We are truly sorry that this has happened, and we cannot thank you enough for bringing this matter to our attention. Your patience and understanding mean the world to us during this time.
We want to assure you that we are actively investigating this issue with the utmost urgency. Our team is working tirelessly to resolve it as quickly as possible, and we will personally ensure that you receive a detailed update via email every step of the way. Please keep an eye on your inbox, as we promise to keep you fully informed throughout this process.
Once again, thank you for giving us the opportunity to make things right. You are incredibly important to us, and we are committed to ensuring your complete satisfaction.
Warm regards,
AliExpress Customer Service Team",2026-07-29T06:07:12.000Z
www.aliexpress.com,id:6a689b642a8a8fc19fb4d580,native_id,6a689b642a8a8fc19fb4d580,https://www.trustpilot.com/reviews/6a689b642a8a8fc19fb4d580,1,Giving them 1 star because it won't go…,Giving them 1 star because it won't go lower. Took money for items then sent them to an address I never entered and are refusing to refund because they were delivered.,2026-07-28T14:07:00.000Z,2026-07-10T00:00:00.000Z,en,1,not-verified,false,Organic,Craig Johnstone,6a059f915f73f9e336b0576e,3,GB,"Dear Customer,
We are truly sorry for the inconvenience caused.
We value your feedback and would like to learn more about your issue in order to assist you effectively. To help us fully understand your situation, we kindly ask you to complete the ""Information Request Form"" that we have sent to you. Please provide details such as your order number(s) or email.
Your cooperation will greatly help us resolve this matter more efficiently.
Thank you for your understanding and support.
Best regards,
AliExpress Customer Service Team",2026-07-29T02:00:37.000Z
www.aliexpress.com,id:6a6871405b6cb1ffd3139862,native_id,6a6871405b6cb1ffd3139862,https://www.trustpilot.com/reviews/6a6871405b6cb1ffd3139862,1,customer service is a joke,"Got an electrical item that broke.
Aliexpress is repeatedly sending me the same AI response that they need a rapport from companies THAT DO NOT EXIST to verify it's not uses error.
It's a 8 euro item..be real.
I have shopped on Ali for over 10 years and have spend thousands a year, but this has finally pushed me to delete my app and switch to one of the many alternatives.
Shame on you, aliexpress.

Tip: if anyone is dealing with this with an expensive item, just have AI make a fake rapport. They are breaking the law by treating us like this, do not let them steal your money!!",2026-07-28T11:07:12.000Z,2026-07-27T00:00:00.000Z,en,1,not-verified,false,Organic,Laura,570753e10000ff000a1580a5,5,NL,"Dear Customer,
Our sincerest apologies for the inconvenience caused by the defective product. We have started investigating the issue you reported and will be in touch with you via email shortly. Kindly stay tuned to your email for any important messages from us.
Thank you for your patience and support while we work on resolving this for you.
Warm regards,
AliExpress Customer Service Team",2026-07-29T02:51:15.000Z
www.aliexpress.com,id:6a68682960ef414d9e4c469f,native_id,6a68682960ef414d9e4c469f,https://www.trustpilot.com/reviews/6a68682960ef414d9e4c469f,1,Even the replies here are bots. Scam!,"Its crazy how absurdly bad and scammy this website is. Even when you leave a negative review here explaining what happened, they have a bot copypasting the same message asking for details to ""fix the problem"" but obviously they ignore that and nothing happens, since they have zero humans working in their company, or the ones they have are trained specifically to ignore their customers and steal their money. Wait and see how they reply asking for details and apologising. Its all bots and AI automatic replies that go nowhere and your money will stay lost and stolen forever. Do not use them!!! And tell everyone you know to avoid them always. ",2026-07-28T10:28:25.000Z,2026-07-25T00:00:00.000Z,en,1,not-verified,false,Organic,VansTheWall,6a635fbfff3db2648bc18add,3,DE,"Dear Customer,
Thank you for bringing this matter to our attention. We sincerely apologize for the inconvenience you have experienced.
We would like to inform you that we are actively looking into the issue you reported. However, as the investigation is still ongoing, we have not yet reached a conclusion or sent you an update. Rest assured, once we have a solution or further information, we will notify you immediately via email. Please keep an eye on your inbox for our response.
If you have any additional questions or require further assistance in the meantime, please don’t hesitate to contact us.
Best regards,
AliExpress Customer Service Team",2026-07-29T03:05:20.000Z
www.aliexpress.com,id:6a686613246cf5decf2980bf,native_id,6a686613246cf5decf2980bf,https://www.trustpilot.com/reviews/6a686613246cf5decf2980bf,1,Still awaiting shipping cost refund,"It's been over two weeks since my last email to Aliexpress providing them with the required proof of return.
They have been dancing around this issue for over a month now.
Aliexpress kindly refund me £18.78 as agreed.",2026-07-28T10:19:31.000Z,2026-07-10T00:00:00.000Z,en,1,not-verified,false,Organic,Louise Marie,6098ebeb3beaf40019c507b7,39,GB,"Dear Customer,
Thank you for your patience. I have noticed that your dedicated customer service representative is currently handling your case. Due to the complexity of the situation, it may take a bit longer to resolve. However, I have already urged them to respond to your email as soon as possible.
Please continue to communicate with your dedicated customer service via email for further updates.
Thank you for your understanding, and we appreciate your cooperation.
Best regards,
AliExpress Customer Service Team",2026-07-29T03:07:58.000Z
www.aliexpress.com,id:6a68494f5ed2e089239baf1c,native_id,6a68494f5ed2e089239baf1c,https://www.trustpilot.com/reviews/6a68494f5ed2e089239baf1c,1,Product faulty and bad customer service,"Really disappointed with my order from one seller, got some rings for chainmaille and the are the worst, tried to return them and had to provide proof of everything, the largest amount of rings ordered were awarded a 51c refund while spent over €20, tried to appeal to both seller and aliexpress and I get nothing but freaking ai responses and no one is really helping... this has really been an awful experience",2026-07-28T08:16:47.000Z,2026-07-28T00:00:00.000Z,en,1,not-verified,false,Organic,Sofia Reis,5f6bdbdcd41eaa6f07084ba7,8,IE,"Dear Customer,
We sincerely apologize for the inconvenience caused by the product you received that is not functioning as expected. We have already begun investigating the issue and will provide you with updates via email as soon as possible. Please keep an eye on your inbox for further communication.
If you have any additional details or supporting information regarding the issue, please feel free to share it with us through this email thread or via our Help Center. Your cooperation and patience throughout this process are greatly appreciated.
Thank you for bringing this matter to our attention, and we apologize once again for any frustration this may have caused.
Best regards,
AliExpress Customer Service Team",2026-07-29T03:22:44.000Z
www.aliexpress.com,id:6a68371b5799ce36f3a5c3af,native_id,6a68371b5799ce36f3a5c3af,https://www.trustpilot.com/reviews/6a68371b5799ce36f3a5c3af,1,Their client service is as bad as the products.,"Their client service is as bad as the products.
They sent me the wrong product, knowing it does not fit, and then said I must talk to the supplier on their chat page, where the supplier, of course, gave me the runaround. Now AliExpress said it has been too long they can no longer help resolve the issue. Don't buy from them; buy from reputable dealers, not scammers.

",2026-07-28T06:59:07.000Z,2026-06-26T00:00:00.000Z,en,1,not-verified,false,Organic,Francois Cornelis Le Roux,6a683702ff3db29525c67cac,1,ZA,"Dear Customer,
We deeply regret the discrepancy in the item you received and sincerely apologize for any inconvenience this may have caused. Please rest assured that we are actively investigating the issue and will keep you updated via email.
We value your understanding and trust as we work to resolve this matter. Your patience means a lot to us, and we are committed to ensuring a satisfactory resolution. Thank you for your support.
Best regards,
AliExpress Customer Service Team",2026-07-29T03:26:21.000Z
www.aliexpress.com,id:6a6822160194318c2ba3cf93,native_id,6a6822160194318c2ba3cf93,https://www.trustpilot.com/reviews/6a6822160194318c2ba3cf93,1,I bought a phone screen product and it…,"I bought a phone screen 
 and it wasn't working. The seller didn't respond to me.aliExpress They didn't give me anything, it's like they're helping me steal. I've been waiting for about 20 days, and I have all the proof, including a video to prove the product doesn't work and evidence of my conversations with the seller and on AliExpress.",2026-07-28T05:29:26.000Z,2026-06-23T00:00:00.000Z,en,1,not-verified,false,Organic,Hs Ae,6a68204c236e3d8d95e78f68,1,MT,"Dear Customer,
We sincerely apologize for the inconvenience caused by the product you received that is not functioning as expected. We have already begun investigating the issue and will provide you with updates via email as soon as possible. Please keep an eye on your inbox for further communication.
If you have any additional details or supporting information regarding the issue, please feel free to share it with us through this email thread or via our Help Center. Your cooperation and patience throughout this process are greatly appreciated.
Thank you for bringing this matter to our attention, and we apologize once again for any frustration this may have caused.
Best regards,
AliExpress Customer Service Team",2026-07-29T03:29:20.000Z
www.aliexpress.com,id:6a67f715df9a67998bd6b4ca,native_id,6a67f715df9a67998bd6b4ca,https://www.trustpilot.com/reviews/6a67f715df9a67998bd6b4ca,1,Three packages sent,Three packages sent - one not received. After 5 hours on my computer - several of their pages do not open - they say I have received the package.  I won't order from them again and I advise others not to order.,2026-07-28T02:25:57.000Z,2026-07-08T00:00:00.000Z,en,1,not-verified,false,Organic,Lois Kidd,6961d4576148ea01cf2cf05c,2,US,"Dear Customer,
We are very sorry to hear that you have encountered an issue. This is not the experience we want for our customers. We'd love to look into this case and see how we can help. To help us better understand your experience, please add details like order number or email through the Request Information form that we sent you.
Best regards,
AliExpress Customer Service Team",2026-07-28T03:43:52.000Z
www.aliexpress.com,id:6a67e3e5c0990e9fdd6f75fb,native_id,6a67e3e5c0990e9fdd6f75fb,https://www.trustpilot.com/reviews/6a67e3e5c0990e9fdd6f75fb,1,“”””BEWARE BE AWARE”””” DO NOT SHOP AT…,"“”””BEWARE BE AWARE”””” DO NOT SHOP AT ALIEXPRESS HORRIBLE TERRIBLE EXPERIENCE IN MY LIFE AS THEY ARE SCAMMERS AND LIARS!!!! 👎👎👎👎👎 AND THERE REPLIES (BELOW) ARE THE SAME OLD BROKEN RECORD AS THEY ALWAYS SAY THE SAME THING AND “”””NO ACTION”””” SHAME ON YOU ALIEXPRESS, SHAPE UP OR SHIP OUT!!!! 👎👎👎👎👎👎👎👎👎👎👎👎",2026-07-28T01:04:05.000Z,2026-07-07T00:00:00.000Z,en,1,not-verified,false,Organic,Adele H Bucci,678c04a02f1c1cdd826af343,3,CA,"Dear Customer,
Thank you for your patience. I have noticed that your dedicated customer service representative is currently handling your case. Due to the complexity of the situation, it may take a bit longer to resolve. However, I have already urged them to respond to your email as soon as possible.
Please continue to communicate with your dedicated customer service via email for further updates.
Thank you for your understanding, and we appreciate your cooperation.
Best regards,
AliExpress Customer Service Team",2026-07-28T03:44:39.000Z
